n_categories,session,trial_id,x1_true,x2_true,x1_response,x2_response,rt,Sex,participant_id,stim_id
2,1,73,46,91,67,28,4256,Female,30232ce1c2b84ef380242eedcd484d40,50
2,1,74,19,73,62,37,5190,Female,30232ce1c2b84ef380242eedcd484d40,18
2,1,75,10,28,60,29,4502,Female,30232ce1c2b84ef380242eedcd484d40,3
2,1,76,73,82,61,31,12766,Female,30232ce1c2b84ef380242eedcd484d40,79
2,1,77,10,73,67,36,8483,Female,30232ce1c2b84ef380242eedcd484d40,8
2,1,78,73,10,57,8,5362,Female,30232ce1c2b84ef380242eedcd484d40,71
2,1,79,37,28,55,21,5896,Female,30232ce1c2b84ef380242eedcd484d40,33
2,1,80,55,28,54,21,5022,Female,30232ce1c2b84ef380242eedcd484d40,53
2,1,81,73,91,56,31,5189,Female,30232ce1c2b84ef380242eedcd484d40,80
2,1,82,28,37,60,14,20633,Female,30232ce1c2b84ef380242eedcd484d40,24
2,1,83,19,55,65,20,5783,Female,30232ce1c2b84ef380242eedcd484d40,16
2,1,84,19,28,25,50,78220,Female,30232ce1c2b84ef380242eedcd484d40,13
2,1,85,55,73,66,14,3316,Female,30232ce1c2b84ef380242eedcd484d40,58
2,1,86,19,46,56,50,111554,Female,30232ce1c2b84ef380242eedcd484d40,15
2,1,87,91,64,83,74,5292,Female,30232ce1c2b84ef380242eedcd484d40,97
2,1,88,46,28,94,85,8004,Female,30232ce1c2b84ef380242eedcd484d40,43
2,1,89,28,73,90,83,4225,Female,30232ce1c2b84ef380242eedcd484d40,28
2,1,90,55,55,71,61,5703,Female,30232ce1c2b84ef380242eedcd484d40,56
2,1,91,55,64,70,58,4041,Female,30232ce1c2b84ef380242eedcd484d40,57
2,1,92,37,73,73,70,45071,Female,30232ce1c2b84ef380242eedcd484d40,38
2,1,93,46,64,71,67,6225,Female,30232ce1c2b84ef380242eedcd484d40,47
2,1,94,19,91,70,61,2787,Female,30232ce1c2b84ef380242eedcd484d40,20
2,1,95,82,28,71,64,12969,Female,30232ce1c2b84ef380242eedcd484d40,83
2,1,96,55,46,70,68,3187,Female,30232ce1c2b84ef380242eedcd484d40,55
2,1,97,55,91,76,61,20137,Female,30232ce1c2b84ef380242eedcd484d40,60
2,1,98,28,64,76,63,3441,Female,30232ce1c2b84ef380242eedcd484d40,27
2,1,99,73,19,65,13,7801,Female,30232ce1c2b84ef380242eedcd484d40,72
2,2,0,10,19,14,21,6207,Female,30232ce1c2b84ef380242eedcd484d40,2
2,2,1,37,37,31,27,6106,Female,30232ce1c2b84ef380242eedcd484d40,34
2,2,2,46,10,41,43,4215,Female,30232ce1c2b84ef380242eedcd484d40,41
2,2,3,28,37,36,37,5493,Female,30232ce1c2b84ef380242eedcd484d40,24
2,2,4,64,19,36,28,19910,Female,30232ce1c2b84ef380242eedcd484d40,62
2,2,5,64,82,75,87,8035,Female,30232ce1c2b84ef380242eedcd484d40,69
2,2,6,46,37,55,35,3865,Female,30232ce1c2b84ef380242eedcd484d40,44
2,2,7,28,46,27,39,3899,Female,30232ce1c2b84ef380242eedcd484d40,25
2,2,8,10,37,8,36,5153,Female,30232ce1c2b84ef380242eedcd484d40,4
2,2,9,19,46,17,45,7263,Female,30232ce1c2b84ef380242eedcd484d40,15
2,2,10,91,46,89,36,5481,Female,30232ce1c2b84ef380242eedcd484d40,95
2,2,11,82,37,86,40,7248,Female,30232ce1c2b84ef380242eedcd484d40,84
2,2,12,55,82,47,88,8393,Female,30232ce1c2b84ef380242eedcd484d40,59
2,2,13,46,82,36,95,3992,Female,30232ce1c2b84ef380242eedcd484d40,49
2,2,14,82,64,84,79,4714,Female,30232ce1c2b84ef380242eedcd484d40,87
2,2,15,64,64,81,76,5268,Female,30232ce1c2b84ef380242eedcd484d40,67
2,2,16,91,82,93,81,6605,Female,30232ce1c2b84ef380242eedcd484d40,99
2,2,17,82,19,87,27,5555,Female,30232ce1c2b84ef380242eedcd484d40,82
2,2,18,64,10,78,13,6706,Female,30232ce1c2b84ef380242eedcd484d40,61
2,2,19,55,28,68,19,6912,Female,30232ce1c2b84ef380242eedcd484d40,53
2,2,20,10,28,12,23,8706,Female,30232ce1c2b84ef380242eedcd484d40,3
2,2,21,19,64,5,80,7235,Female,30232ce1c2b84ef380242eedcd484d40,17
2,2,22,46,73,11,79,4911,Female,30232ce1c2b84ef380242eedcd484d40,48
2,2,23,64,46,53,79,10705,Female,30232ce1c2b84ef380242eedcd484d40,65
2,2,24,28,64,27,50,3738,Female,30232ce1c2b84ef380242eedcd484d40,27
2,2,25,91,10,94,16,5063,Female,30232ce1c2b84ef380242eedcd484d40,91
2,2,26,37,82,15,95,3365,Female,30232ce1c2b84ef380242eedcd484d40,39
2,2,27,46,28,55,24,6475,Female,30232ce1c2b84ef380242eedcd484d40,43
2,2,28,37,10,35,11,7612,Female,30232ce1c2b84ef380242eedcd484d40,31
2,2,29,19,55,14,70,3844,Female,30232ce1c2b84ef380242eedcd484d40,16
2,2,30,73,28,72,20,7115,Female,30232ce1c2b84ef380242eedcd484d40,73
2,2,31,73,82,77,82,4106,Female,30232ce1c2b84ef380242eedcd484d40,79
2,2,32,91,91,91,95,5365,Female,30232ce1c2b84ef380242eedcd484d40,100
2,2,33,55,46,67,39,3827,Female,30232ce1c2b84ef380242eedcd484d40,55
2,2,34,82,46,88,64,3310,Female,30232ce1c2b84ef380242eedcd484d40,85
2,2,35,73,73,82,83,5425,Female,30232ce1c2b84ef380242eedcd484d40,78
2,2,36,64,91,73,88,4514,Female,30232ce1c2b84ef380242eedcd484d40,70
2,2,37,64,73,72,75,4059,Female,30232ce1c2b84ef380242eedcd484d40,68
2,2,38,28,10,33,50,48248,Female,30232ce1c2b84ef380242eedcd484d40,21
2,2,39,73,46,71,30,3061,Female,30232ce1c2b84ef380242eedcd484d40,75
2,2,40,55,73,57,88,3078,Female,30232ce1c2b84ef380242eedcd484d40,58
2,2,41,46,19,40,15,3407,Female,30232ce1c2b84ef380242eedcd484d40,42
2,2,42,64,55,40,29,6596,Female,30232ce1c2b84ef380242eedcd484d40,66
2,2,43,28,55,38,74,10336,Female,30232ce1c2b84ef380242eedcd484d40,26
2,2,44,55,37,54,33,7112,Female,30232ce1c2b84ef380242eedcd484d40,54
2,2,45,10,91,4,95,4607,Female,30232ce1c2b84ef380242eedcd484d40,10
2,2,46,10,10,18,65,6190,Female,30232ce1c2b84ef380242eedcd484d40,1
2,2,47,28,28,32,22,9093,Female,30232ce1c2b84ef380242eedcd484d40,23
2,2,48,37,28,39,17,5936,Female,30232ce1c2b84ef380242eedcd484d40,33
2,2,49,46,91,43,81,9865,Female,30232ce1c2b84ef380242eedcd484d40,50
2,2,50,37,73,42,82,5257,Female,30232ce1c2b84ef380242eedcd484d40,38
2,2,51,91,55,89,79,11460,Female,30232ce1c2b84ef380242eedcd484d40,96
2,2,52,19,19,14,15,6570,Female,30232ce1c2b84ef380242eedcd484d40,12
2,2,53,64,37,69,10,5312,Female,30232ce1c2b84ef380242eedcd484d40,64
2,2,54,55,19,80,13,4517,Female,30232ce1c2b84ef380242eedcd484d40,52
2,2,55,82,55,84,30,3952,Female,30232ce1c2b84ef380242eedcd484d40,86
2,2,56,91,19,87,30,3964,Female,30232ce1c2b84ef380242eedcd484d40,92
2,2,57,55,64,69,70,4793,Female,30232ce1c2b84ef380242eedcd484d40,57
2,2,58,37,91,33,97,5679,Female,30232ce1c2b84ef380242eedcd484d40,40
2,2,59,10,82,9,97,4292,Female,30232ce1c2b84ef380242eedcd484d40,9
2,2,60,82,73,90,86,4340,Female,30232ce1c2b84ef380242eedcd484d40,88
2,2,61,37,46,60,60,6346,Female,30232ce1c2b84ef380242eedcd484d40,35
2,2,62,73,64,59,50,4085,Female,30232ce1c2b84ef380242eedcd484d40,77
2,2,63,28,19,42,32,6487,Female,30232ce1c2b84ef380242eedcd484d40,22
2,2,64,10,55,13,50,3088,Female,30232ce1c2b84ef380242eedcd484d40,6
2,2,65,91,64,67,67,4127,Female,30232ce1c2b84ef380242eedcd484d40,97
2,2,66,73,10,66,12,5873,Female,30232ce1c2b84ef380242eedcd484d40,71
2,2,67,55,10,66,24,5203,Female,30232ce1c2b84ef380242eedcd484d40,51
2,2,68,82,82,67,87,3184,Female,30232ce1c2b84ef380242eedcd484d40,89
2,2,69,46,55,69,72,6940,Female,30232ce1c2b84ef380242eedcd484d40,46
2,2,70,91,73,81,84,3717,Female,30232ce1c2b84ef380242eedcd484d40,98
2,2,71,19,10,26,19,7944,Female,30232ce1c2b84ef380242eedcd484d40,11
2,2,72,19,37,15,10,3184,Female,30232ce1c2b84ef380242eedcd484d40,14
2,2,73,19,28,21,19,3338,Female,30232ce1c2b84ef380242eedcd484d40,13
2,2,74,73,19,94,17,3250,Female,30232ce1c2b84ef380242eedcd484d40,72
2,2,75,82,91,90,92,3452,Female,30232ce1c2b84ef380242eedcd484d40,90
2,2,76,64,28,79,24,3529,Female,30232ce1c2b84ef380242eedcd484d40,63
2,2,77,91,37,88,31,2882,Female,30232ce1c2b84ef380242eedcd484d40,94
2,2,78,55,55,73,35,5559,Female,30232ce1c2b84ef380242eedcd484d40,56
2,2,79,73,91,84,96,3937,Female,30232ce1c2b84ef380242eedcd484d40,80
2,2,80,19,73,6,95,3940,Female,30232ce1c2b84ef380242eedcd484d40,18
2,2,81,82,28,85,9,3631,Female,30232ce1c2b84ef380242eedcd484d40,83
2,2,82,37,64,59,7,4922,Female,30232ce1c2b84ef380242eedcd484d40,37
2,2,83,10,46,14,50,3183,Female,30232ce1c2b84ef380242eedcd484d40,5
2,2,84,46,46,44,38,4093,Female,30232ce1c2b84ef380242eedcd484d40,45
2,2,85,19,91,13,96,5037,Female,30232ce1c2b84ef380242eedcd484d40,20
2,2,86,28,82,36,86,2933,Female,30232ce1c2b84ef380242eedcd484d40,29
2,2,87,73,55,90,50,2246,Female,30232ce1c2b84ef380242eedcd484d40,76
2,2,88,19,82,25,80,4420,Female,30232ce1c2b84ef380242eedcd484d40,19
2,2,89,10,73,14,83,4095,Female,30232ce1c2b84ef380242eedcd484d40,8
2,2,90,28,73,20,77,3683,Female,30232ce1c2b84ef380242eedcd484d40,28
2,2,91,37,55,31,50,4697,Female,30232ce1c2b84ef380242eedcd484d40,36
2,2,92,37,19,30,7,4622,Female,30232ce1c2b84ef380242eedcd484d40,32
2,2,93,28,91,22,85,3792,Female,30232ce1c2b84ef380242eedcd484d40,30
2,2,94,91,28,86,19,4666,Female,30232ce1c2b84ef380242eedcd484d40,93
2,2,95,46,64,60,24,5081,Female,30232ce1c2b84ef380242eedcd484d40,47
2,2,96,10,64,24,50,6394,Female,30232ce1c2b84ef380242eedcd484d40,7
2,2,97,73,37,64,27,3849,Female,30232ce1c2b84ef380242eedcd484d40,74
2,2,98,82,10,77,16,5340,Female,30232ce1c2b84ef380242eedcd484d40,81
2,2,99,55,91,74,94,3925,Female,30232ce1c2b84ef380242eedcd484d40,60
1,1,0,73,91,46,76,12438,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,80
1,1,1,55,37,54,47,8579,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,54
1,1,2,19,10,55,30,8531,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,11
1,1,3,64,46,56,53,7211,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,65
1,1,4,91,19,86,40,14181,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,92
1,1,5,73,46,75,47,9709,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,75
1,1,6,10,82,16,88,13731,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,9
1,1,7,55,46,65,39,6588,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,55
1,1,8,91,55,77,43,9108,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,96
1,1,9,91,28,88,26,8578,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,93
1,1,10,64,91,86,79,9865,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,70
1,1,11,91,82,96,92,7134,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,99
1,1,12,19,55,29,44,7744,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,16
1,1,13,28,82,19,73,6840,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,29
1,1,14,64,55,80,44,5965,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,66
1,1,15,73,82,54,86,8709,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,79
1,1,16,19,64,38,61,5796,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,17
1,1,17,55,10,60,27,6038,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,51
1,1,18,28,19,23,23,7792,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,22
1,1,19,37,19,21,28,7430,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,32
1,1,20,46,64,39,68,5866,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,47
1,1,21,91,46,74,39,6021,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,95
1,1,22,64,19,77,39,5471,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,62
1,1,23,73,28,84,34,7386,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,73
1,1,24,73,55,59,53,20301,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,76
1,1,25,55,73,60,61,6387,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,58
1,1,26,19,28,38,32,6785,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,13
1,1,27,46,10,50,32,6872,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,41
1,1,28,91,73,79,76,9110,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,98
1,1,29,28,55,61,50,4724,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,26
1,1,30,19,91,46,86,6345,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,20
1,1,31,37,37,50,40,6911,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,34
1,1,32,73,19,50,22,4020,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,72
1,1,33,91,64,76,71,7665,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,97
1,1,34,10,73,17,83,8455,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,8
1,1,35,19,46,17,30,8961,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,15
1,1,36,10,64,27,68,7631,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,7
1,1,37,10,19,17,17,6396,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,2
1,1,38,37,73,23,72,8730,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,38
1,1,39,46,82,58,70,6156,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,49
1,1,40,55,91,62,79,11957,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,60
1,1,41,46,46,55,42,6048,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,45
1,1,42,37,91,50,79,4635,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,40
1,1,43,73,73,59,76,22998,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,78
1,1,44,46,73,44,69,8624,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,48
1,1,45,46,28,54,43,5002,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,43
1,1,46,19,19,47,28,6067,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,12
1,1,47,55,28,50,32,4322,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,53
1,1,48,28,37,41,37,6683,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,24
1,1,49,64,82,46,72,6663,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,69
1,1,50,55,19,55,32,6283,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,52
1,1,51,10,10,23,24,8449,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,1
1,1,52,28,10,26,27,6802,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,21
1,1,53,37,28,35,25,7200,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,33
1,1,54,82,82,82,82,7491,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,89
1,1,55,28,64,50,69,4843,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,27
1,1,56,10,37,32,34,6882,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,4
1,1,57,28,46,31,37,8635,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,25
1,1,58,55,55,59,45,5386,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,56
1,1,59,73,37,76,44,10371,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,74
1,1,60,37,55,47,61,7851,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,36
1,1,61,19,73,43,67,6604,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,18
1,1,62,82,10,79,19,10210,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,81
1,1,63,37,82,50,78,4495,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,39
1,1,64,55,64,55,67,9938,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,57
1,1,65,73,64,70,71,12555,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,77
1,1,66,82,73,82,73,8206,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,88
1,1,67,19,37,10,41,8906,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,14
1,1,68,19,82,17,69,8202,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,19
1,1,69,82,91,85,89,6854,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,90
1,1,70,64,10,85,10,6681,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,61
1,1,71,82,28,78,25,8499,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,83
1,1,72,64,73,50,72,3406,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,68
1,1,73,37,10,26,14,8335,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,31
1,1,74,91,10,99,17,9174,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,91
1,1,75,64,28,50,32,4304,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,63
1,1,76,28,91,25,86,7059,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,30
1,1,77,46,91,36,98,6406,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,50
1,1,78,28,28,39,23,6028,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,23
1,1,79,37,64,46,62,6382,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,37
1,1,80,82,46,62,50,5097,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,85
1,1,81,46,55,56,50,3391,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,46
1,1,82,64,37,54,42,8841,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,64
1,1,83,55,82,55,76,6828,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,59
1,1,84,91,91,80,80,10763,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,100
1,1,85,46,37,50,50,3379,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,44
1,1,86,82,37,67,29,5867,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,84
1,1,87,37,46,47,45,7490,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,35
1,1,88,64,64,58,59,7176,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,67
1,1,89,28,73,43,70,7442,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,28
1,1,90,10,28,21,25,29528,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,3
1,1,91,91,37,85,45,87782,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,94
1,1,92,10,91,32,84,6551,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,10
1,1,93,82,55,66,65,5760,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,86
1,1,94,82,64,66,63,6992,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,87
1,1,95,10,55,18,50,4081,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,6
1,1,96,73,10,82,26,6461,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,71
1,1,97,10,46,21,40,6260,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,5
1,1,98,82,19,89,28,7516,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,82
1,1,99,46,19,50,32,4783,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,42
1,2,0,19,19,42,42,5690,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,12
1,2,1,82,64,65,57,6115,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,87
1,2,2,73,37,58,50,3794,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,74
1,2,3,91,55,69,50,6756,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,96
1,2,4,55,10,53,30,5802,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,51
1,2,5,28,64,38,50,3647,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,27
1,2,6,64,10,50,27,4349,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,61
1,2,7,10,37,20,28,6142,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,4
1,2,8,82,82,77,66,6370,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,89
1,2,9,91,37,68,50,3518,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,94
1,2,10,37,82,61,53,6865,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,39
1,2,11,64,37,50,40,7059,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,64
1,2,12,37,55,50,50,3809,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,36
1,2,13,73,10,46,29,5981,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,71
1,2,14,19,37,32,43,5915,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,14
1,2,15,46,10,46,31,5936,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,41
1,2,16,73,46,50,50,1751,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,75
1,2,17,55,91,50,76,4924,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,60
1,2,18,46,64,50,61,3555,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,47
1,2,19,91,46,63,50,8512,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,95
1,2,20,37,46,54,55,5846,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,35
1,2,21,55,55,47,47,5344,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,56
1,2,22,37,10,45,35,5430,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,31
1,2,23,19,46,35,37,5951,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,15
1,2,24,82,55,60,62,5656,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,86
1,2,25,19,28,25,27,5835,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,13
1,2,26,19,10,19,18,6827,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,11
1,2,27,55,73,50,74,4241,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,58
1,2,28,46,55,50,64,3994,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,46
1,2,29,73,82,60,57,5404,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,79
1,2,30,82,73,71,71,6202,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,88
1,2,31,28,73,50,62,3989,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,28
1,2,32,64,73,60,62,5901,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,68
1,2,33,64,46,46,51,5038,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,65
1,2,34,73,28,50,37,4273,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,73
1,2,35,10,73,22,62,5943,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,8
1,2,36,28,91,27,65,6230,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,30
1,2,37,10,82,25,71,6400,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,9
1,2,38,28,55,30,57,5985,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,26
1,2,39,28,37,36,42,4655,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,24
1,2,40,28,82,38,67,6513,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,29
1,2,41,91,91,71,84,7349,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,100
1,2,42,37,73,50,66,4334,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,38
1,2,43,91,28,53,31,6339,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,93
1,2,44,10,10,40,22,6462,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,1
1,2,45,91,10,77,21,5757,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,91
1,2,46,55,46,64,62,7764,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,55
1,2,47,37,91,60,77,6430,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,40
1,2,48,82,91,71,81,6445,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,90
1,2,49,46,82,72,78,7906,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,49
1,2,50,55,19,54,34,5544,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,52
1,2,51,73,91,67,73,5791,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,80
1,2,52,64,82,67,80,6335,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,69
1,2,53,64,64,68,69,6532,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,67
1,2,54,46,37,50,31,4460,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,44
1,2,55,19,64,24,41,5418,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,17
1,2,56,46,46,50,31,4140,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,45
1,2,57,82,19,56,24,5700,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,82
1,2,58,55,28,50,23,3761,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,53
1,2,59,82,37,60,29,6702,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,84
1,2,60,10,19,17,18,5466,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,2
1,2,61,64,91,74,82,6102,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,70
1,2,62,73,64,72,63,6295,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,77
1,2,63,73,73,65,70,6022,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,78
1,2,64,37,19,50,25,3041,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,32
1,2,65,46,91,45,70,9211,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,50
1,2,66,46,19,36,28,6459,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,42
1,2,67,73,19,50,24,3441,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,72
1,2,68,91,82,80,74,6223,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,99
1,2,69,82,28,50,26,3194,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,83
1,2,70,64,55,52,37,5318,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,66
1,2,71,19,55,40,34,5422,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,16
1,2,72,55,82,50,64,3681,Female,0c5f1ebedee9be0daeb5a71ca6f00fa8,59
